215 -0.819152 -0.573576
216 -0.809017 -0.587785
217 -0.798636 -0.601815
218 -0.788011 -0.615661
219 -0.777146 -0.629320
220 -0.766044 -0.642788
221 -0.754710 -0.656059
222 -0.743145 -0.669131
223 -0.731354 -0.681998
224 -0.719340 -0.694658
225 -0.707107 -0.707107
226 -0.694658 -0.719340
227 -0.681998 -0.731354
228 -0.669131 -0.743145
229 -0.656059 -0.754710
230 -0.642788 -0.766044
231 -0.629320 -0.777146
232 -0.615661 -0.788011
233 -0.601815 -0.798636
234 -0.587785 -0.809017
235 -0.573576 -0.819152
236 -0.559193 -0.829038
237 -0.544639 -0.838671
238 -0.529919 -0.848048
239 -0.515038 -0.857167
240 -0.500000 -0.866025
241 -0.484810 -0.874620
242 -0.469472 -0.882948
243 -0.453990 -0.891007
244 -0.438371 -0.898794
245 -0.422618 -0.906308
246 -0.406737 -0.913545
247 -0.390731 -0.920505
248 -0.374607 -0.927184
249 -0.358368 -0.933580
250 -0.342020 -0.939693
251 -0.325568 -0.945519
252 -0.309017 -0.951057
253 -0.292372 -0.956305
254 -0.275637 -0.961262
255 -0.258819 -0.965926
256 -0.241922 -0.970296
257 -0.224951 -0.974370
258 -0.207912 -0.978148
259 -0.190809 -0.981627
260 -0.173648 -0.984808
261 -0.156434 -0.987688
262 -0.139173 -0.990268
263 -0.121869 -0.992546
264 -0.104528 -0.994522
265 -0.087156 -0.996195
266 -0.069756 -0.997564
267 -0.052336 -0.998630
268 -0.034899 -0.999391
269 -0.017452 -0.999848
270 -0.000000 -1.000000
271 +0.017452 -0.999848
272 +0.034899 -0.999391
273 +0.052336 -0.998630
274 +0.069756 -0.997564
275 +0.087156 -0.996195
276 +0.104528 -0.994522
277 +0.121869 -0.992546
278 +0.139173 -0.990268
279 +0.156434 -0.987688
280 +0.173648 -0.984808
281 +0.190809 -0.981627
282 +0.207912 -0.978148
283 +0.224951 -0.974370
284 +0.241922 -0.970296
285 +0.258819 -0.965926
286 +0.275637 -0.961262
287 +0.292372 -0.956305
288 +0.309017 -0.951057
289 +0.325568 -0.945519
290 +0.342020 -0.939693
291 +0.358368 -0.933580
292 +0.374607 -0.927184
293 +0.390731 -0.920505
294 +0.406737 -0.913545
295 +0.422618 -0.906308
296 +0.438371 -0.898794
297 +0.453990 -0.891007
298 +0.469472 -0.882948
299 +0.484810 -0.874620
300 +0.500000 -0.866025
301 +0.515038 -0.857167
302 +0.529919 -0.848048
303 +0.544639 -0.838671
304 +0.559193 -0.829038
305 +0.573576 -0.819152
306 +0.587785 -0.809017
307 +0.601815 -0.798636
308 +0.615661 -0.788011
309 +0.629320 -0.777146
310 +0.642788 -0.766044
311 +0.656059 -0.754710
312 +0.669131 -0.743145
313 +0.681998 -0.731354
314 +0.694658 -0.719340
315 +0.707107 -0.707107
316 +0.719340 -0.694658
317 +0.731354 -0.681998
318 +0.743145 -0.669131
319 +0.754710 -0.656059
320 +0.766044 -0.642788
321 +0.777146 -0.629320
322 +0.788011 -0.615661
323 +0.798636 -0.601815
324 +0.809017 -0.587785
325 +0.819152 -0.573576
326 +0.829038 -0.559193
327 +0.838671 -0.544639
328 +0.848048 -0.529919
329 +0.857167 -0.515038
330 +0.866025 -0.500000
331 +0.874620 -0.484810
332 +0.882948 -0.469472
333 +0.891007 -0.453990
334 +0.898794 -0.438371
335 +0.906308 -0.422618
336 +0.913545 -0.406737
337 +0.920505 -0.390731
338 +0.927184 -0.374607
339 +0.933580 -0.358368
340 +0.939693 -0.342020
341 +0.945519 -0.325568
342 +0.951057 -0.309017
343 +0.956305 -0.292372
344 +0.961262 -0.275637
345 +0.965926 -0.258819
346 +0.970296 -0.241922
347 +0.974370 -0.224951
348 +0.978148 -0.207912
349 +0.981627 -0.190809
350 +0.984808 -0.173648
351 +0.987688 -0.156434
352 +0.990268 -0.139173
353 +0.992546 -0.121869
354 +0.994522 -0.104528
355 +0.996195 -0.087156
356 +0.997564 -0.069756
357 +0.998630 -0.052336
358 +0.999391 -0.034899
359 +0.999848 -0.017452
